time,Steering_input,x,y,vx,vy,ax,ay,yaw,roll,yaw_rate,roll_rate,slip_angle,long_slip,toe_in_r,toe_in_avg,toe_in_l,wlf,wlr,wrf,wrr,tiredef_rf,tiredef_rr,tiredef_lf,tiredef_lr,sp_tor,
+4.090000e+00,+0.000000e+00,+1.056402e+01,+2.548962e-02,+8.637283e+00,+1.669317e-02,+4.493266e+00,+3.991422e-02,+3.747633e-03,-1.383496e-02,+5.304388e-03,-1.893411e-03,-1.717752e-02,+7.797576e-02,-2.062265e-02,-3.569972e-03,+1.348271e-02,+1.963124e+01,+1.989787e+01,+1.956860e+01,+1.983018e+01,+1.525204e-02,+2.135532e-02,+1.740439e-02,+2.344771e-02,+1.462387e+03,
+4.100000e+00,+0.000000e+00,+1.065066e+01,+2.594744e-02,+8.682283e+00,+1.677510e-02,+4.501451e+00,+4.028830e-02,+3.801981e-03,-1.385516e-02,+5.357956e-03,-1.872478e-03,-1.724618e-02,+7.804701e-02,-2.068859e-02,-3.583714e-03,+1.352116e-02,+1.973403e+01,+2.000292e+01,+1.967137e+01,+1.993486e+01,+1.524351e-02,+2.136160e-02,+1.739805e-02,+2.345612e-02,+1.464926e+03,
+4.110000e+00,+0.000000e+00,+1.073775e+01,+2.641225e-02,+8.727365e+00,+1.685628e-02,+4.509600e+00,+4.066483e-02,+3.856864e-03,-1.387517e-02,+5.411756e-03,-1.851599e-03,-1.731486e-02,+7.811796e-02,-2.075446e-02,-3.597436e-03,+1.355959e-02,+1.983700e+01,+2.010817e+01,+1.977434e+01,+2.003974e+01,+1.523503e-02,+2.136787e-02,+1.739172e-02,+2.346448e-02,+1.467453e+03,
+4.120000e+00,+0.000000e+00,+1.082529e+01,+2.688416e-02,+8.772528e+00,+1.693669e-02,+4.517710e+00,+4.104326e-02,+3.912284e-03,-1.389498e-02,+5.465788e-03,-1.830795e-03,-1.738353e-02,+7.818864e-02,-2.082028e-02,-3.611137e-03,+1.359801e-02,+1.994017e+01,+2.021361e+01,+1.987751e+01,+2.014482e+01,+1.522662e-02,+2.137412e-02,+1.738542e-02,+2.347279e-02,+1.469968e+03,
+4.130000e+00,+0.000000e+00,+1.091328e+01,+2.736325e-02,+8.817773e+00,+1.701629e-02,+4.525783e+00,+4.142413e-02,+3.968244e-03,-1.391460e-02,+5.520048e-03,-1.810082e-03,-1.745221e-02,+7.825902e-02,-2.088603e-02,-3.624817e-03,+1.363640e-02,+2.004354e+01,+2.031925e+01,+1.998087e+01,+2.025008e+01,+1.521828e-02,+2.138035e-02,+1.737914e-02,+2.348105e-02,+1.472473e+03,
+4.140000e+00,+0.000000e+00,+1.100173e+01,+2.784960e-02,+8.863098e+00,+1.709509e-02,+4.533819e+00,+4.180699e-02,+4.024745e-03,-1.393404e-02,+5.574536e-03,-1.789469e-03,-1.752088e-02,+7.832912e-02,-2.095172e-02,-3.638476e-03,+1.367477e-02,+2.014709e+01,+2.042509e+01,+2.008443e+01,+2.035555e+01,+1.520999e-02,+2.138657e-02,+1.737288e-02,+2.348925e-02,+1.474965e+03,
+4.150000e+00,+0.000000e+00,+1.109063e+01,+2.834333e-02,+8.908504e+00,+1.717305e-02,+4.541817e+00,+4.219190e-02,+4.081790e-03,-1.395329e-02,+5.629251e-03,-1.768961e-03,-1.758953e-02,+7.839894e-02,-2.101734e-02,-3.652115e-03,+1.371311e-02,+2.025084e+01,+2.053111e+01,+2.018819e+01,+2.046120e+01,+1.520178e-02,+2.139277e-02,+1.736664e-02,+2.349740e-02,+1.477446e+03,
+4.160000e+00,+0.000000e+00,+1.117999e+01,+2.884450e-02,+8.953990e+00,+1.725016e-02,+4.549779e+00,+4.257974e-02,+4.139382e-03,-1.397235e-02,+5.684191e-03,-1.748554e-03,-1.765818e-02,+7.846848e-02,-2.108290e-02,-3.665732e-03,+1.375143e-02,+2.035477e+01,+2.063733e+01,+2.029215e+01,+2.056705e+01,+1.519362e-02,+2.139896e-02,+1.736042e-02,+2.350551e-02,+1.479916e+03,
+4.170000e+00,+0.000000e+00,+1.126980e+01,+2.935324e-02,+8.999555e+00,+1.732640e-02,+4.557703e+00,+4.296951e-02,+4.197521e-03,-1.399122e-02,+5.739356e-03,-1.728237e-03,-1.772681e-02,+7.853773e-02,-2.114839e-02,-3.679329e-03,+1.378973e-02,+2.045889e+01,+2.074373e+01,+2.039630e+01,+2.067309e+01,+1.518554e-02,+2.140513e-02,+1.735423e-02,+2.351357e-02,+1.482374e+03,
+4.180000e+00,+0.000000e+00,+1.136007e+01,+2.986962e-02,+9.045200e+00,+1.740175e-02,+4.565590e+00,+4.336151e-02,+4.256212e-03,-1.400991e-02,+5.794743e-03,-1.707992e-03,-1.779543e-02,+7.860671e-02,-2.121381e-02,-3.692904e-03,+1.382800e-02,+2.056320e+01,+2.085033e+01,+2.050064e+01,+2.077933e+01,+1.517752e-02,+2.141129e-02,+1.734806e-02,+2.352157e-02,+1.484821e+03,
+4.190000e+00,+0.000000e+00,+1.145079e+01,+3.039374e-02,+9.090923e+00,+1.747620e-02,+4.573439e+00,+4.375572e-02,+4.315455e-03,-1.402842e-02,+5.850351e-03,-1.687795e-03,-1.786403e-02,+7.867541e-02,-2.127917e-02,-3.706457e-03,+1.386625e-02,+2.066770e+01,+2.095712e+01,+2.060517e+01,+2.088575e+01,+1.516956e-02,+2.141744e-02,+1.734191e-02,+2.352954e-02,+1.487257e+03,
+4.200000e+00,+0.000000e+00,+1.154197e+01,+3.092571e-02,+9.136726e+00,+1.754972e-02,+4.581253e+00,+4.415260e-02,+4.375253e-03,-1.404675e-02,+5.906178e-03,-1.667615e-03,-1.793262e-02,+7.874384e-02,-2.134445e-02,-3.719988e-03,+1.390448e-02,+2.077238e+01,+2.106409e+01,+2.070990e+01,+2.099236e+01,+1.516167e-02,+2.142358e-02,+1.733579e-02,+2.353745e-02,+1.489681e+03,
+4.210000e+00,+0.000000e+00,+1.163362e+01,+3.146561e-02,+9.182606e+00,+1.762229e-02,+4.589029e+00,+4.455136e-02,+4.435609e-03,-1.406489e-02,+5.962221e-03,-1.647417e-03,-1.800120e-02,+7.881200e-02,-2.140967e-02,-3.733497e-03,+1.394267e-02,+2.087725e+01,+2.117126e+01,+2.081482e+01,+2.109916e+01,+1.515383e-02,+2.142971e-02,+1.732968e-02,+2.354532e-02,+1.492093e+03,
+4.220000e+00,+0.000000e+00,+1.172572e+01,+3.201356e-02,+9.228564e+00,+1.769390e-02,+4.596769e+00,+4.495309e-02,+4.496524e-03,-1.408284e-02,+6.018476e-03,-1.627162e-03,-1.806977e-02,+7.887989e-02,-2.147482e-02,-3.746982e-03,+1.398085e-02,+2.098231e+01,+2.127861e+01,+2.091994e+01,+2.120614e+01,+1.514605e-02,+2.143582e-02,+1.732360e-02,+2.355315e-02,+1.494495e+03,
+4.230000e+00,+0.000000e+00,+1.181828e+01,+3.256965e-02,+9.274599e+00,+1.776453e-02,+4.604472e+00,+4.535681e-02,+4.558000e-03,-1.410062e-02,+6.074939e-03,-1.606809e-03,-1.813834e-02,+7.894750e-02,-2.153989e-02,-3.760444e-03,+1.401901e-02,+2.108755e+01,+2.138614e+01,+2.102524e+01,+2.131331e+01,+1.513832e-02,+2.144193e-02,+1.731754e-02,+2.356092e-02,+1.496885e+03,
+4.240000e+00,+0.000000e+00,+1.191130e+01,+3.313397e-02,+9.320712e+00,+1.783415e-02,+4.612139e+00,+4.576307e-02,+4.620040e-03,-1.411820e-02,+6.131603e-03,-1.586317e-03,-1.820691e-02,+7.901485e-02,-2.160490e-02,-3.773880e-03,+1.405714e-02,+2.119297e+01,+2.149386e+01,+2.113073e+01,+2.142067e+01,+1.513065e-02,+2.144803e-02,+1.731149e-02,+2.356865e-02,+1.499264e+03,
+4.250000e+00,+0.000000e+00,+1.200478e+01,+3.370665e-02,+9.366901e+00,+1.790276e-02,+4.619770e+00,+4.617167e-02,+4.682645e-03,-1.413561e-02,+6.188464e-03,-1.565645e-03,-1.827549e-02,+7.908193e-02,-2.166983e-02,-3.787290e-03,+1.409525e-02,+2.129857e+01,+2.160176e+01,+2.123641e+01,+2.152821e+01,+1.512301e-02,+2.145411e-02,+1.730545e-02,+2.357634e-02,+1.501631e+03,
+4.260000e+00,+0.000000e+00,+1.209873e+01,+3.428776e-02,+9.413167e+00,+1.797032e-02,+4.627365e+00,+4.658237e-02,+4.745818e-03,-1.415282e-02,+6.245513e-03,-1.544757e-03,-1.834408e-02,+7.914875e-02,-2.173469e-02,-3.800672e-03,+1.413335e-02,+2.140435e+01,+2.170985e+01,+2.134227e+01,+2.163594e+01,+1.511542e-02,+2.146019e-02,+1.729942e-02,+2.358398e-02,+1.503987e+03,
+4.270000e+00,+0.000000e+00,+1.219314e+01,+3.487743e-02,+9.459509e+00,+1.803683e-02,+4.634923e+00,+4.699505e-02,+4.809561e-03,-1.416984e-02,+6.302744e-03,-1.523624e-03,-1.841269e-02,+7.921529e-02,-2.179947e-02,-3.814025e-03,+1.417142e-02,+2.151032e+01,+2.181812e+01,+2.144832e+01,+2.174385e+01,+1.510787e-02,+2.146626e-02,+1.729340e-02,+2.359157e-02,+1.506332e+03,
+4.280000e+00,+0.000000e+00,+1.228801e+01,+3.547576e-02,+9.505926e+00,+1.810225e-02,+4.642445e+00,+4.740977e-02,+4.873874e-03,-1.418667e-02,+6.360148e-03,-1.502222e-03,-1.848131e-02,+7.928157e-02,-2.186417e-02,-3.827348e-03,+1.420948e-02,+2.161646e+01,+2.192657e+01,+2.155456e+01,+2.185194e+01,+1.510036e-02,+2.147231e-02,+1.728739e-02,+2.359911e-02,+1.508666e+03,
+4.290000e+00,+0.000000e+00,+1.238335e+01,+3.608285e-02,+9.552418e+00,+1.816658e-02,+4.649931e+00,+4.782710e-02,+4.938760e-03,-1.420330e-02,+6.417717e-03,-1.480536e-03,-1.854996e-02,+7.934757e-02,-2.192879e-02,-3.840640e-03,+1.424751e-02,+2.172278e+01,+2.203520e+01,+2.166098e+01,+2.196021e+01,+1.509288e-02,+2.147836e-02,+1.728137e-02,+2.360660e-02,+1.510988e+03,
+4.300000e+00,+0.000000e+00,+1.247915e+01,+3.669881e-02,+9.598985e+00,+1.822978e-02,+4.657381e+00,+4.824637e-02,+5.004220e-03,-1.421974e-02,+6.475441e-03,-1.458563e-03,-1.861863e-02,+7.941331e-02,-2.199331e-02,-3.853898e-03,+1.428551e-02,+2.182928e+01,+2.214400e+01,+2.176758e+01,+2.206866e+01,+1.508543e-02,+2.148439e-02,+1.727536e-02,+2.361404e-02,+1.513299e+03,
+4.310000e+00,+0.000000e+00,+1.257542e+01,+3.732374e-02,+9.645627e+00,+1.829184e-02,+4.664794e+00,+4.866755e-02,+5.070256e-03,-1.423597e-02,+6.533314e-03,-1.436309e-03,-1.868732e-02,+7.947877e-02,-2.205774e-02,-3.867121e-03,+1.432350e-02,+2.193595e+01,+2.225299e+01,+2.187437e+01,+2.217729e+01,+1.507801e-02,+2.149041e-02,+1.726935e-02,+2.362143e-02,+1.515599e+03,
+4.320000e+00,+0.000000e+00,+1.267216e+01,+3.795777e-02,+9.692343e+00,+1.835274e-02,+4.672170e+00,+4.909022e-02,+5.136869e-03,-1.425200e-02,+6.591326e-03,-1.413793e-03,-1.875603e-02,+7.954395e-02,-2.212207e-02,-3.880308e-03,+1.436145e-02,+2.204280e+01,+2.236215e+01,+2.198134e+01,+2.228610e+01,+1.507062e-02,+2.149642e-02,+1.726334e-02,+2.362876e-02,+1.517887e+03,
+4.330000e+00,+0.000000e+00,+1.276936e+01,+3.860099e-02,+9.739133e+00,+1.841246e-02,+4.679509e+00,+4.951508e-02,+5.204060e-03,-1.426782e-02,+6.649470e-03,-1.391044e-03,-1.882476e-02,+7.960886e-02,-2.218629e-02,-3.893457e-03,+1.439937e-02,+2.214982e+01,+2.247149e+01,+2.208849e+01,+2.239508e+01,+1.506326e-02,+2.150242e-02,+1.725732e-02,+2.363605e-02,+1.520164e+03,
+4.340000e+00,+0.000000e+00,+1.286704e+01,+3.925352e-02,+9.785996e+00,+1.847098e-02,+4.686812e+00,+4.994154e-02,+5.271831e-03,-1.428344e-02,+6.707740e-03,-1.368103e-03,-1.889350e-02,+7.967348e-02,-2.225040e-02,-3.906567e-03,+1.443726e-02,+2.225702e+01,+2.258101e+01,+2.219581e+01,+2.250424e+01,+1.505594e-02,+2.150839e-02,+1.725131e-02,+2.364328e-02,+1.522429e+03,
+4.350000e+00,+0.000000e+00,+1.296518e+01,+3.991547e-02,+9.832933e+00,+1.852828e-02,+4.694076e+00,+5.036945e-02,+5.340183e-03,-1.429884e-02,+6.766129e-03,-1.345019e-03,-1.896224e-02,+7.973782e-02,-2.231440e-02,-3.919638e-03,+1.447512e-02,+2.236439e+01,+2.269069e+01,+2.230332e+01,+2.261358e+01,+1.504866e-02,+2.151436e-02,+1.724529e-02,+2.365045e-02,+1.524683e+03,
+4.360000e+00,+0.000000e+00,+1.306379e+01,+4.058695e-02,+9.879942e+00,+1.858433e-02,+4.701304e+00,+5.079910e-02,+5.409117e-03,-1.431403e-02,+6.824634e-03,-1.321847e-03,-1.903097e-02,+7.980187e-02,-2.237827e-02,-3.932667e-03,+1.451294e-02,+2.247193e+01,+2.280055e+01,+2.241100e+01,+2.272308e+01,+1.504141e-02,+2.152030e-02,+1.723928e-02,+2.365757e-02,+1.526925e+03,
+4.370000e+00,+0.000000e+00,+1.316288e+01,+4.126807e-02,+9.927023e+00,+1.863911e-02,+4.708494e+00,+5.123022e-02,+5.478634e-03,-1.432901e-02,+6.883251e-03,-1.298650e-03,-1.909970e-02,+7.986564e-02,-2.244202e-02,-3.945654e-03,+1.455072e-02,+2.257964e+01,+2.291059e+01,+2.251886e+01,+2.283277e+01,+1.503421e-02,+2.152623e-02,+1.723327e-02,+2.366463e-02,+1.529155e+03,
+4.380000e+00,+0.000000e+00,+1.326243e+01,+4.195895e-02,+9.974176e+00,+1.869261e-02,+4.715645e+00,+5.166272e-02,+5.548735e-03,-1.434378e-02,+6.941979e-03,-1.275489e-03,-1.916841e-02,+7.992911e-02,-2.250565e-02,-3.958599e-03,+1.458846e-02,+2.268752e+01,+2.302079e+01,+2.262690e+01,+2.294262e+01,+1.502706e-02,+2.153214e-02,+1.722727e-02,+2.367164e-02,+1.531374e+03,
+4.390000e+00,+0.000000e+00,+1.336246e+01,+4.265970e-02,+1.002140e+01,+1.874481e-02,+4.722759e+00,+5.209676e-02,+5.619421e-03,-1.435834e-02,+7.000816e-03,-1.252427e-03,-1.923709e-02,+7.999230e-02,-2.256916e-02,-3.971502e-03,+1.462615e-02,+2.279557e+01,+2.313117e+01,+2.273511e+01,+2.305265e+01,+1.501996e-02,+2.153804e-02,+1.722127e-02,+2.367860e-02,+1.533581e+03,
+4.400000e+00,+0.000000e+00,+1.346296e+01,+4.337044e-02,+1.006870e+01,+1.879567e-02,+4.729835e+00,+5.253250e-02,+5.690693e-03,-1.437269e-02,+7.059763e-03,-1.229522e-03,-1.930574e-02,+8.005519e-02,-2.263253e-02,-3.984361e-03,+1.466381e-02,+2.290379e+01,+2.324171e+01,+2.284350e+01,+2.316284e+01,+1.501293e-02,+2.154391e-02,+1.721529e-02,+2.368550e-02,+1.535777e+03,
+4.410000e+00,+0.000000e+00,+1.356393e+01,+4.409128e-02,+1.011606e+01,+1.884520e-02,+4.736872e+00,+5.296961e-02,+5.762552e-03,-1.438684e-02,+7.118823e-03,-1.206823e-03,-1.937435e-02,+8.011778e-02,-2.269578e-02,-3.997179e-03,+1.470142e-02,+2.301218e+01,+2.335242e+01,+2.295207e+01,+2.327321e+01,+1.500596e-02,+2.154977e-02,+1.720933e-02,+2.369234e-02,+1.537960e+03,
+4.420000e+00,+0.000000e+00,+1.366538e+01,+4.482234e-02,+1.016350e+01,+1.889335e-02,+4.743871e+00,+5.340819e-02,+5.835000e-03,-1.440077e-02,+7.177998e-03,-1.184369e-03,-1.944291e-02,+8.018009e-02,-2.275890e-02,-4.009955e-03,+1.473899e-02,+2.312073e+01,+2.346330e+01,+2.306080e+01,+2.338374e+01,+1.499907e-02,+2.155562e-02,+1.720339e-02,+2.369914e-02,+1.540132e+03,
+4.430000e+00,+0.000000e+00,+1.376730e+01,+4.556374e-02,+1.021101e+01,+1.894012e-02,+4.750831e+00,+5.384888e-02,+5.908037e-03,-1.441451e-02,+7.237292e-03,-1.162188e-03,-1.951143e-02,+8.024210e-02,-2.282189e-02,-4.022689e-03,+1.477652e-02,+2.322945e+01,+2.357435e+01,+2.316971e+01,+2.349444e+01,+1.499224e-02,+2.156144e-02,+1.719748e-02,+2.370588e-02,+1.542292e+03,
+4.440000e+00,+0.000000e+00,+1.386970e+01,+4.631559e-02,+1.025858e+01,+1.898549e-02,+4.757754e+00,+5.429089e-02,+5.981665e-03,-1.442804e-02,+7.296707e-03,-1.140289e-03,-1.957989e-02,+8.030382e-02,-2.288476e-02,-4.035382e-03,+1.481400e-02,+2.333834e+01,+2.368556e+01,+2.327879e+01,+2.360531e+01,+1.498550e-02,+2.156725e-02,+1.719159e-02,+2.371257e-02,+1.544440e+03,
+4.450000e+00,+0.000000e+00,+1.397257e+01,+4.707801e-02,+1.030623e+01,+1.902943e-02,+4.764638e+00,+5.473469e-02,+6.055885e-03,-1.444138e-02,+7.356247e-03,-1.118668e-03,-1.964829e-02,+8.036525e-02,-2.294750e-02,-4.048036e-03,+1.485143e-02,+2.344739e+01,+2.379694e+01,+2.338805e+01,+2.371634e+01,+1.497883e-02,+2.157305e-02,+1.718574e-02,+2.371921e-02,+1.546577e+03,
+4.460000e+00,+0.000000e+00,+1.407592e+01,+4.785113e-02,+1.035395e+01,+1.907192e-02,+4.771485e+00,+5.518017e-02,+6.130698e-03,-1.445453e-02,+7.415915e-03,-1.097303e-03,-1.971664e-02,+8.042639e-02,-2.301012e-02,-4.060649e-03,+1.488882e-02,+2.355661e+01,+2.390847e+01,+2.349747e+01,+2.382754e+01,+1.497224e-02,+2.157884e-02,+1.717991e-02,+2.372581e-02,+1.548702e+03,
+4.470000e+00,+0.000000e+00,+1.417975e+01,+4.863507e-02,+1.040173e+01,+1.911296e-02,+4.778293e+00,+5.562790e-02,+6.206105e-03,-1.446748e-02,+7.475713e-03,-1.076156e-03,-1.978493e-02,+8.048725e-02,-2.307260e-02,-4.073223e-03,+1.492616e-02,+2.366599e+01,+2.402018e+01,+2.360707e+01,+2.393890e+01,+1.496573e-02,+2.158461e-02,+1.717412e-02,+2.373235e-02,+1.550815e+03,
+4.480000e+00,+0.000000e+00,+1.428406e+01,+4.942994e-02,+1.044958e+01,+1.915252e-02,+4.785065e+00,+5.607744e-02,+6.282109e-03,-1.448025e-02,+7.535639e-03,-1.055174e-03,-1.985318e-02,+8.054783e-02,-2.313497e-02,-4.085757e-03,+1.496345e-02,+2.377554e+01,+2.413204e+01,+2.371683e+01,+2.405042e+01,+1.495929e-02,+2.159037e-02,+1.716835e-02,+2.373885e-02,+1.552916e+03,
+4.490000e+00,+0.000000e+00,+1.438884e+01,+5.023588e-02,+1.049750e+01,+1.919057e-02,+4.791799e+00,+5.652889e-02,+6.358709e-03,-1.449282e-02,+7.595692e-03,-1.034292e-03,-1.992138e-02,+8.060814e-02,-2.319721e-02,-4.098251e-03,+1.500070e-02,+2.388525e+01,+2.424407e+01,+2.382677e+01,+2.416211e+01,+1.495293e-02,+2.159612e-02,+1.716262e-02,+2.374531e-02,+1.555006e+03,
+4.500000e+00,+0.000000e+00,+1.449411e+01,+5.105300e-02,+1.054549e+01,+1.922711e-02,+4.798497e+00,+5.698237e-02,+6.435908e-03,-1.450521e-02,+7.655869e-03,-1.013436e-03,-1.998955e-02,+8.066816e-02,-2.325932e-02,-4.110704e-03,+1.503791e-02,+2.399512e+01,+2.435625e+01,+2.393687e+01,+2.427396e+01,+1.494662e-02,+2.160186e-02,+1.715691e-02,+2.375171e-02,+1.557084e+03,
+4.510000e+00,+0.000000e+00,+1.459986e+01,+5.188144e-02,+1.059351e+01,+1.926195e-02,+4.795925e+00,+5.747376e-02,+6.513708e-03,-1.451736e-02,+7.717357e-03,-9.762908e-04,-2.006028e-02,+8.065643e-02,-2.332122e-02,-4.123092e-03,+1.507503e-02,+2.410346e+01,+2.446687e+01,+2.404517e+01,+2.438425e+01,+1.494039e-02,+2.160754e-02,+1.715121e-02,+2.375802e-02,+1.554174e+03,
+4.520000e+00,+0.000000e+00,+1.470608e+01,+5.272138e-02,+1.064144e+01,+1.929444e-02,+4.783531e+00,+5.800514e-02,+6.592126e-03,-1.452897e-02,+7.782122e-03,-8.981955e-04,-2.013794e-02,+8.057610e-02,-2.338231e-02,-4.135264e-03,+1.511178e-02,+2.421000e+01,+2.457569e+01,+2.415099e+01,+2.449276e+01,+1.493428e-02,+2.161272e-02,+1.714545e-02,+2.376371e-02,+1.549607e+03,
+4.530000e+00,+0.000000e+00,+1.481279e+01,+5.357303e-02,+1.068924e+01,+1.932381e-02,+4.768154e+00,+5.852782e-02,+6.671176e-03,-1.453959e-02,+7.849448e-03,-7.762917e-04,-2.022148e-02,+8.047616e-02,-2.344179e-02,-4.147008e-03,+1.514777e-02,+2.431566e+01,+2.468365e+01,+2.425555e+01,+2.460043e+01,+1.492855e-02,+2.161678e-02,+1.713970e-02,+2.376798e-02,+1.544508e+03,
+4.540000e+00,+0.000000e+00,+1.491997e+01,+5.443657e-02,+1.073688e+01,+1.934943e-02,+4.751789e+00,+5.903590e-02,+6.750866e-03,-1.454880e-02,+7.918606e-03,-6.129047e-04,-2.030898e-02,+8.036855e-02,-2.349891e-02,-4.158120e-03,+1.518267e-02,+2.442070e+01,+2.479099e+01,+2.435934e+01,+2.470750e+01,+1.492366e-02,+2.161932e-02,+1.713431e-02,+2.377024e-02,+1.539218e+03,
+4.550000e+00,+0.000000e+00,+1.502763e+01,+5.531219e-02,+1.078435e+01,+1.937081e-02,+4.735029e+00,+5.953597e-02,+6.831197e-03,-1.455622e-02,+7.989118e-03,-4.120086e-04,-2.039903e-02,+8.025599e-02,-2.355305e-02,-4.168419e-03,+1.521622e-02,+2.452524e+01,+2.489775e+01,+2.446255e+01,+2.481403e+01,+1.492016e-02,+2.162014e-02,+1.712967e-02,+2.377011e-02,+1.533850e+03,
+4.560000e+00,+0.000000e+00,+1.513576e+01,+5.620005e-02,+1.083165e+01,+1.938757e-02,+4.718056e+00,+6.002952e-02,+6.912169e-03,-1.456147e-02,+8.060609e-03,-1.780879e-04,-2.049064e-02,+8.013900e-02,-2.360364e-02,-4.177740e-03,+1.524816e-02,+2.462934e+01,+2.500393e+01,+2.456527e+01,+2.492001e+01,+1.491852e-02,+2.161918e-02,+1.712613e-02,+2.376741e-02,+1.528441e+03,
+4.570000e+00,+0.000000e+00,+1.524436e+01,+5.710034e-02,+1.087879e+01,+1.939944e-02,+4.700929e+00,+6.051700e-02,+6.993781e-03,-1.456426e-02,+8.132725e-03,+8.424019e-05,-2.058298e-02,+8.001776e-02,-2.365015e-02,-4.185932e-03,+1.527828e-02,+2.473304e+01,+2.510953e+01,+2.466757e+01,+2.502546e+01,+1.491907e-02,+2.161647e-02,+1.712394e-02,+2.376210e-02,+1.523007e+03,
+4.580000e+00,+0.000000e+00,+1.535343e+01,+5.801319e-02,+1.092576e+01,+1.940613e-02,+4.683677e+00,+6.099565e-02,+7.076028e-03,-1.456433e-02,+8.205106e-03,+3.703764e-04,-2.067524e-02,+7.989243e-02,-2.369207e-02,-4.192853e-03,+1.530636e-02,+2.483637e+01,+2.521455e+01,+2.476949e+01,+2.513038e+01,+1.492198e-02,+2.161212e-02,+1.712322e-02,+2.375423e-02,+1.517556e+03,
+4.590000e+00,+0.000000e+00,+1.546297e+01,+5.893876e-02,+1.097256e+01,+1.940744e-02,+4.666318e+00,+6.146082e-02,+7.158905e-03,-1.456145e-02,+8.277371e-03,+6.758209e-04,-2.076656e-02,+7.976326e-02,-2.372896e-02,-4.198378e-03,+1.533220e-02,+2.493933e+01,+2.531900e+01,+2.487105e+01,+2.523477e+01,+1.492732e-02,+2.160624e-02,+1.712402e-02,+2.374391e-02,+1.512093e+03,
+4.600000e+00,+0.000000e+00,+1.557297e+01,+5.987717e-02,+1.101918e+01,+1.940312e-02,+4.648871e+00,+6.190829e-02,+7.242405e-03,-1.455546e-02,+8.349130e-03,+9.962301e-04,-2.085607e-02,+7.963057e-02,-2.376042e-02,-4.202396e-03,+1.535562e-02,+2.504195e+01,+2.542288e+01,+2.497228e+01,+2.533865e+01,+1.493504e-02,+2.159898e-02,+1.712629e-02,+2.373130e-02,+1.506623e+03,
+4.610000e+00,+0.000000e+00,+1.568344e+01,+6.082855e-02,+1.106563e+01,+1.939299e-02,+4.631351e+00,+6.233360e-02,+7.326516e-03,-1.454623e-02,+8.419983e-03,+1.327461e-03,-2.094291e-02,+7.949472e-02,-2.378610e-02,-4.204812e-03,+1.537648e-02,+2.514423e+01,+2.552621e+01,+2.507321e+01,+2.544201e+01,+1.494502e-02,+2.159049e-02,+1.712995e-02,+2.371659e-02,+1.501150e+03,
+4.620000e+00,+0.000000e+00,+1.579437e+01,+6.179302e-02,+1.111191e+01,+1.937684e-02,+4.613776e+00,+6.273327e-02,+7.411225e-03,-1.453366e-02,+8.489532e-03,+1.665608e-03,-2.102624e-02,+7.935609e-02,-2.380574e-02,-4.205553e-03,+1.539464e-02,+2.524618e+01,+2.562898e+01,+2.517383e+01,+2.554488e+01,+1.495709e-02,+2.158092e-02,+1.713488e-02,+2.369997e-02,+1.495676e+03,
+4.630000e+00,+0.000000e+00,+1.590576e+01,+6.277066e-02,+1.115802e+01,+1.935454e-02,+4.596160e+00,+6.310343e-02,+7.496518e-03,-1.451771e-02,+8.557385e-03,+2.007029e-03,-2.110531e-02,+7.921506e-02,-2.381913e-02,-4.204563e-03,+1.541000e-02,+2.534780e+01,+2.573123e+01,+2.527416e+01,+2.564725e+01,+1.497109e-02,+2.157043e-02,+1.714096e-02,+2.368165e-02,+1.490206e+03,
+4.640000e+00,+0.000000e+00,+1.601761e+01,+6.376159e-02,+1.120395e+01,+1.932592e-02,+4.578515e+00,+6.344230e-02,+7.582375e-03,-1.449836e-02,+8.623168e-03,+2.348366e-03,-2.117943e-02,+7.907200e-02,-2.382611e-02,-4.201806e-03,+1.542250e-02,+2.544909e+01,+2.583294e+01,+2.537421e+01,+2.574915e+01,+1.498680e-02,+2.155916e-02,+1.714805e-02,+2.366182e-02,+1.484740e+03,
+4.650000e+00,+0.000000e+00,+1.612992e+01,+6.476587e-02,+1.124970e+01,+1.929091e-02,+4.560856e+00,+6.374704e-02,+7.668776e-03,-1.447563e-02,+8.686525e-03,+2.686561e-03,-2.124805e-02,+7.892726e-02,-2.382661e-02,-4.197264e-03,+1.543208e-02,+2.555006e+01,+2.593415e+01,+2.547398e+01,+2.585056e+01,+1.500404e-02,+2.154724e-02,+1.715602e-02,+2.364068e-02,+1.479282e+03,
+4.660000e+00,+0.000000e+00,+1.624268e+01,+6.578359e-02,+1.129529e+01,+1.924942e-02,+4.543193e+00,+6.401715e-02,+7.755696e-03,-1.444955e-02,+8.747128e-03,+3.018864e-03,-2.131067e-02,+7.878119e-02,-2.382061e-02,-4.190938e-03,+1.543873e-02,+2.565071e+01,+2.603487e+01,+2.557348e+01,+2.595152e+01,+1.502261e-02,+2.153480e-02,+1.716474e-02,+2.361842e-02,+1.473831e+03,
+4.670000e+00,+0.000000e+00,+1.635590e+01,+6.681482e-02,+1.134069e+01,+1.920142e-02,+4.525536e+00,+6.425142e-02,+7.843109e-03,-1.442020e-02,+8.804677e-03,+3.342840e-03,-2.136695e-02,+7.863409e-02,-2.380813e-02,-4.182843e-03,+1.544244e-02,+2.575103e+01,+2.613509e+01,+2.567270e+01,+2.605201e+01,+1.504233e-02,+2.152195e-02,+1.717409e-02,+2.359521e-02,+1.468391e+03,
