time,Steering_input,x,y,vx,vy,ax,ay,yaw,roll,yaw_rate,roll_rate,slip_angle,long_slip,toe_in_r,toe_in_avg,toe_in_l,wlf,wlr,wrf,wrr,tiredef_rf,tiredef_rr,tiredef_lf,tiredef_lr,sp_tor,
+0.000000e+00,+0.000000e+00,+0.000000e+00,+0.000000e+00,+0.000000e+00,+0.000000e+00,+0.000000e+00,+0.000000e+00,+0.000000e+00,+0.000000e+00,+0.000000e+00,+0.000000e+00,+0.000000e+00,+0.000000e+00,+0.000000e+00,+0.000000e+00,+0.000000e+00,+0.000000e+00,+0.000000e+00,+0.000000e+00,+0.000000e+00,+4.670408e-310,+0.000000e+00,+0.000000e+00,+4.670408e-310,+0.000000e+00,
+1.000000e-02,+0.000000e+00,-3.722197e-05,-2.506765e-08,-5.472778e-03,+3.631192e-07,-4.251643e-01,+3.106305e-05,+2.109395e-08,-1.118916e-07,-5.897168e-08,-1.819977e-05,+1.306533e+00,-9.500784e-01,-3.269931e-04,+4.626375e-06,+3.362459e-04,+3.522246e-03,+3.520930e-03,+3.520128e-03,+3.520941e-03,+4.670408e-310,+0.000000e+00,+0.000000e+00,+4.670408e-310,+1.809639e+00,
+2.000000e-02,+0.000000e+00,-1.112231e-04,-5.762455e-08,-5.104014e-03,+2.696633e-07,+1.292082e-01,-5.126603e-05,+2.063991e-08,-2.825839e-07,-4.407488e-09,-8.487719e-06,+1.329550e+00,-8.749210e-01,-9.924170e-04,+4.624172e-06,+1.001665e-03,+8.267750e-03,+8.226953e-03,+8.265822e-03,+8.226872e-03,+5.434278e-03,+5.372713e-03,+5.434317e-03,+5.372823e-03,-4.984590e+00,
+3.000000e-02,+0.000000e+00,-1.817593e-04,-9.581808e-09,-4.138712e-03,-1.055108e-06,+4.198638e-02,-2.324943e-04,+2.181746e-08,-4.486695e-08,+3.053892e-07,+7.329948e-05,+1.365326e+00,-4.448618e-01,-1.529743e-03,+4.656035e-06,+1.539055e-03,+2.445202e-02,+2.416531e-02,+2.445065e-02,+2.416520e-02,+1.062535e-02,+1.047545e-02,+1.062542e-02,+1.047557e-02,-2.124567e+01,
+4.000000e-02,+0.000000e+00,-2.495256e-04,+1.529411e-07,-2.305647e-03,-1.113476e-06,+2.488725e-01,+1.819656e-04,+2.556084e-08,+7.914669e-07,+7.756014e-08,+2.895449e-05,+1.410167e+00,+4.490232e-02,-1.892130e-03,+4.736615e-06,+1.901603e-03,+1.900867e-02,+2.587178e-02,+1.900431e-02,+2.586957e-02,+1.445338e-02,+1.418368e-02,+1.445315e-02,+1.418348e-02,+1.914649e+01,
+5.000000e-02,+0.000000e+00,-3.010559e-04,+8.660738e-08,-9.235232e-05,+3.096374e-06,+3.348816e-01,+2.486238e-02,+2.506432e-08,+4.826081e-07,+2.105331e-05,-9.349123e-05,+1.498273e+00,-1.218618e-01,-2.094563e-03,+4.677306e-06,+2.103917e-03,+6.339680e-03,+1.349453e-02,+1.881348e-03,+1.151945e-02,+1.709640e-02,+1.668777e-02,+1.709601e-02,+1.668741e-02,+6.560530e+01,
+6.000000e-02,+0.000000e+00,-3.400152e-04,-1.626270e-07,+1.581715e-03,+2.995624e-06,+7.326884e-02,-3.165733e-02,+1.786113e-08,-7.852097e-07,-4.005249e-05,-1.497319e-04,+9.210410e-01,+1.085664e+00,-2.169253e-03,+4.654501e-06,+2.178562e-03,-9.712936e-03,-8.326419e-04,-3.544787e-03,+6.880298e-03,+1.881703e-02,+1.825894e-02,+1.881700e-02,+1.825895e-02,+2.547814e+00,
+7.000000e-02,+0.000000e+00,-3.704987e-04,-4.486857e-07,+2.125133e-03,+2.471373e-06,+7.370983e-03,+3.010268e-02,+3.515768e-08,-2.495659e-06,-6.676527e-05,-1.411517e-04,-1.868822e-01,+1.278046e+00,-2.169849e-03,+4.546099e-06,+2.178942e-03,-1.878500e-02,-4.705699e-03,+9.897022e-04,-1.843913e-03,+1.997586e-02,+1.914973e-02,+1.997640e-02,+1.915053e-02,-8.366721e+00,
+8.000000e-02,+0.000000e+00,-3.939776e-04,-6.394110e-07,+2.043517e-03,+7.347412e-05,-7.707204e-01,-2.762265e-01,+5.030621e-08,-3.948180e-06,-1.301738e-04,-4.093303e-05,-2.484657e-01,+7.121992e-02,-2.166605e-03,+4.388707e-06,+2.175382e-03,-1.713949e-02,-5.353436e-03,+5.305559e-03,-9.713918e-03,+2.098677e-02,+1.958237e-02,+2.098805e-02,+1.958390e-02,-2.595093e+02,
+9.000000e-02,+0.000000e+00,-4.142938e-04,-7.664953e-07,+1.850097e-03,+3.705768e-05,-7.418050e-02,-8.563876e-01,+5.622527e-08,-5.080589e-06,-2.297781e-05,-7.010390e-05,-2.538184e-01,-5.954709e-01,-2.163955e-03,+3.953111e-06,+2.171861e-03,-7.259309e-03,-2.307020e-03,-6.045331e-03,-1.397757e-02,+2.184800e-02,+1.985900e-02,+2.185004e-02,+1.986109e-02,-1.578591e+00,
+1.000000e-01,+0.000000e+00,-4.319306e-04,-8.515576e-07,+1.382958e-03,+1.874553e-05,+1.848569e+00,+1.998106e+00,+5.797490e-08,-5.851307e-06,+2.481720e-04,-6.980516e-05,+6.504713e-02,-1.517821e+00,-2.161516e-03,+3.755832e-06,+2.169027e-03,+5.828959e-04,+4.286464e-03,-9.419271e-03,-1.414537e-02,+2.253597e-02,+2.004959e-02,+2.253830e-02,+2.005261e-02,+5.134003e+01,
+1.100000e-01,+0.000000e+00,-4.461260e-04,-7.972042e-07,+1.051949e-03,-4.960823e-05,+1.802647e+00,-3.628188e-01,+1.513817e-07,-6.173314e-06,-1.957783e-04,-4.967044e-05,-3.367197e-01,+5.060864e+00,-2.157970e-03,+4.262708e-06,+2.166495e-03,-1.778557e-03,-1.923595e-02,-7.001028e-03,+1.134498e-02,+2.302944e-02,+2.015904e-02,+2.303116e-02,+2.016258e-02,+5.161134e+01,
+1.200000e-01,+0.000000e+00,-4.566447e-04,-6.731306e-07,+5.921432e-04,+1.514849e-04,+2.519848e-02,-1.810153e+00,+1.646031e-07,-6.040145e-06,-3.243721e-06,+1.875326e-04,-2.589925e-01,+6.595916e+00,-2.155468e-03,+3.623210e-06,+2.162714e-03,+5.694837e-03,-4.127610e-03,-1.154368e-02,+3.896769e-04,+2.332472e-02,+2.019317e-02,+2.332692e-02,+2.019627e-02,-4.962675e+00,
+1.300000e-01,+0.000000e+00,-4.633744e-04,-6.483301e-07,+2.902858e-04,-4.745651e-06,-4.561937e-01,-8.332709e-02,+1.720608e-07,-5.648624e-06,-2.796867e-04,+1.134966e-04,-9.907126e-01,+5.512160e+00,-2.151647e-03,+4.036737e-06,+2.159721e-03,-1.164537e-02,-5.486061e-03,+1.174422e-02,-4.456821e-03,+2.343048e-02,+2.015993e-02,+2.343303e-02,+2.016310e-02,-2.163805e+00,
+1.400000e-01,+0.000000e+00,-4.658766e-04,-4.746144e-07,-3.259175e-05,+5.834386e-05,+3.262863e-02,+6.104233e-01,+4.198791e-08,-4.935917e-06,-1.791402e-06,+1.686345e-04,-1.331352e+00,+0.000000e+00,-2.148171e-03,+3.957907e-06,+2.156087e-03,-1.041722e-02,+6.001652e-03,+7.282194e-03,-1.025841e-02,+2.336025e-02,+2.006481e-02,+2.336285e-02,+2.006660e-02,+6.468897e-01,
+1.500000e-01,+0.000000e+00,-4.654516e-04,-4.038333e-07,-3.462996e-04,+8.587905e-05,+8.432967e-02,+6.682863e-01,-8.366948e-08,-4.109873e-06,+5.176378e-04,+1.111903e-04,+1.231523e-01,-6.881018e+00,-2.145058e-03,+3.893919e-06,+2.152846e-03,+1.596156e-02,+2.038316e-02,-1.973921e-02,-1.789887e-02,+2.314498e-02,+1.992311e-02,+2.314734e-02,+1.992415e-02,+3.629809e-01,
+1.600000e-01,+0.000000e+00,-4.625330e-04,-2.996786e-07,-4.817922e-04,+5.402600e-05,+3.843425e-02,+6.393435e-01,-1.009975e-07,-3.133806e-06,+4.083404e-04,+8.849096e-05,-1.015180e-01,-5.178765e+00,-2.142734e-03,+3.914247e-06,+2.150563e-03,+1.709325e-02,+1.835654e-02,-2.003366e-02,-1.921573e-02,+2.281613e-02,+1.974388e-02,+2.281706e-02,+1.974428e-02,-4.007930e-02,
+1.700000e-01,+0.000000e+00,-4.572532e-04,-2.566395e-07,-5.920051e-04,+1.610050e-04,-4.957549e-03,+6.087694e-01,-1.437546e-07,-2.147201e-06,+4.169624e-04,+1.891255e-04,+3.334128e-02,-3.952116e+00,-2.141244e-03,+3.981105e-06,+2.149206e-03,+1.863455e-02,+1.723115e-02,-1.948057e-02,-1.894561e-02,+2.240266e-02,+1.953185e-02,+2.240292e-02,+1.953204e-02,+3.325651e-01,
+1.800000e-01,+0.000000e+00,-4.507800e-04,-1.526681e-07,-6.729270e-04,+1.411908e-04,-2.165073e-02,+5.770170e-01,-1.546771e-07,-1.073147e-06,+4.469408e-04,+1.756304e-04,+2.079849e-01,-3.448528e+00,-2.139973e-03,+4.063571e-06,+2.148100e-03,+1.980484e-02,+1.717414e-02,-1.832462e-02,-1.839397e-02,+2.193268e-02,+1.929615e-02,+2.193221e-02,+1.929588e-02,+3.210931e-01,
+1.900000e-01,+0.000000e+00,-4.439825e-04,-6.598053e-08,-7.161299e-04,+1.513075e-04,-3.474966e-02,+5.590854e-01,-1.721712e-07,-9.203604e-09,+4.614384e-04,+1.829901e-04,+4.344260e-01,-3.094451e+00,-2.140700e-03,+4.158135e-06,+2.149016e-03,+2.082107e-02,+1.752999e-02,-1.686214e-02,-1.766598e-02,+2.144769e-02,+1.905191e-02,+2.144677e-02,+1.905110e-02,+3.801640e-01,
+2.000000e-01,+0.000000e+00,-4.374762e-04,+8.890765e-09,-6.967965e-04,+2.385579e-04,+4.312005e-02,+1.139912e+00,-1.623476e-07,+9.917894e-07,+4.242381e-04,+2.562721e-04,+5.661996e-01,-2.996013e+00,-2.141836e-03,+4.239856e-06,+2.150315e-03,+2.160752e-02,+1.777791e-02,-1.539121e-02,-1.694148e-02,+2.096471e-02,+1.880417e-02,+2.096334e-02,+1.880274e-02,-6.153106e-01,
+2.100000e-01,+0.000000e+00,-4.315254e-04,+8.847230e-08,-6.379176e-04,-2.977429e-05,-3.427574e-02,+4.938544e-01,-1.075778e-07,+1.925030e-06,+7.004925e-04,+7.869493e-06,+6.569743e-01,-2.860234e+00,-2.143453e-03,+4.336982e-06,+2.152127e-03,+2.222164e-02,+1.791169e-02,-1.419571e-02,-1.629087e-02,+2.050830e-02,+1.855927e-02,+2.050641e-02,+1.855721e-02,+5.963327e-01,
+2.200000e-01,+0.000000e+00,-4.264418e-04,+3.718566e-07,-5.345569e-04,+3.216567e-05,-3.508941e-02,+4.605255e-01,-1.409745e-07,+2.933995e-06,+5.832231e-04,+5.352008e-05,+7.044596e-01,-2.934605e+00,-2.145803e-03,+4.437154e-06,+2.154677e-03,+2.289193e-02,+1.826432e-02,-1.314966e-02,-1.573976e-02,+2.009979e-02,+1.833075e-02,+2.009743e-02,+1.832775e-02,+6.046075e-01,
+2.300000e-01,+0.000000e+00,-4.223498e-04,+8.250643e-07,-4.014985e-04,+5.849208e-05,+3.926071e-02,+9.672962e-01,-2.514330e-07,+4.011608e-06,+4.421188e-04,+7.170741e-05,+6.889150e-01,-3.515563e+00,-2.148442e-03,+4.510082e-06,+2.157462e-03,+2.321163e-02,+1.845201e-02,-1.254604e-02,-1.535603e-02,+1.975108e-02,+1.812577e-02,+1.974814e-02,+1.812320e-02,-8.819429e-01,
+2.400000e-01,+0.000000e+00,-4.192984e-04,+1.277619e-06,-2.613599e-04,+1.672784e-04,-1.990489e-02,+2.930123e+00,-3.582523e-07,+4.963813e-06,+4.569619e-04,+1.496522e-04,+8.633332e-01,-3.427026e+00,-2.151159e-03,+4.581773e-06,+2.160322e-03,+2.345989e-02,+1.867690e-02,-1.219127e-02,-1.495985e-02,+1.947135e-02,+1.795218e-02,+1.946797e-02,+1.795024e-02,-4.387673e+00,
+2.500000e-01,+0.000000e+00,-4.172043e-04,+1.450282e-06,-1.031291e-04,-1.433820e-05,-1.182479e-02,+2.913992e+00,-3.241749e-07,+5.555498e-06,+4.035435e-04,-3.779520e-05,+7.955434e-01,-3.869942e+00,-2.153930e-03,+4.696234e-06,+2.163323e-03,+2.365140e-02,+1.887979e-02,-1.272685e-02,-1.459057e-02,+1.926587e-02,+1.781547e-02,+1.926292e-02,+1.781492e-02,-4.995953e+00,
+2.600000e-01,+0.000000e+00,-4.158567e-04,+1.571112e-06,+4.566054e-05,+3.962483e-04,-1.367559e-02,+2.929674e+00,-4.121321e-07,+5.926923e-06,+3.051545e-04,+3.155540e-04,+1.156400e+00,-4.083209e+00,-2.156892e-03,+4.755403e-06,+2.166403e-03,+2.389224e-02,+1.924503e-02,-1.265057e-02,-1.435399e-02,+1.913659e-02,+1.771792e-02,+1.913410e-02,+1.771691e-02,-3.998414e+00,
+2.700000e-01,+0.000000e+00,-4.139448e-04,+1.768487e-06,+2.934200e-04,+5.464998e-05,-6.578709e-02,+7.600696e-02,-4.451594e-07,+6.129470e-06,+5.522247e-04,-3.741815e-05,+1.196604e+00,-2.555614e+00,-2.159657e-03,+4.884014e-06,+2.169425e-03,+3.196504e-02,+1.981178e-02,-2.897989e-02,-1.381252e-02,+1.907896e-02,+1.766392e-02,+1.907643e-02,+1.766249e-02,+9.393444e-01,
+2.800000e-01,+0.000000e+00,-4.128480e-04,+1.663117e-06,+3.937524e-04,+2.687504e-04,-2.947242e-02,+2.879501e+00,-4.193742e-07,+6.036900e-06,+2.884041e-04,+1.423867e-04,+0.000000e+00,-4.010512e+00,-2.162290e-03,+4.941167e-06,+2.172172e-03,+3.353118e-02,+1.974309e-02,-2.762696e-02,-1.401272e-02,+1.908681e-02,+1.764796e-02,+1.908528e-02,+1.764746e-02,-3.780335e+00,
+2.900000e-01,+0.000000e+00,-4.123920e-04,+1.799898e-06,+4.747182e-04,+3.641660e-04,-2.547251e-02,+2.897096e+00,-6.123337e-07,+6.070951e-06,+3.208554e-04,+2.252620e-04,+0.000000e+00,-5.013669e+00,-2.164868e-03,+4.962654e-06,+2.174793e-03,+3.506596e-02,+1.958854e-02,-2.656441e-02,-1.428328e-02,+1.915317e-02,+1.766979e-02,+1.915200e-02,+1.766804e-02,-3.076045e+00,
+3.000000e-01,+0.000000e+00,-4.115968e-04,+1.404995e-06,+6.835613e-04,+1.138611e-04,-2.666336e-02,+3.256174e-01,-6.758862e-07,+5.597833e-06,+5.513428e-04,-2.879966e-05,+1.268885e+00,-2.599670e+00,-2.166580e-03,+5.397558e-06,+2.177375e-03,+1.992855e-02,+1.997875e-02,-1.964672e-02,-1.411826e-02,+1.926463e-02,+1.771910e-02,+1.926475e-02,+1.771839e-02,+1.580946e+00,
+3.100000e-01,+0.000000e+00,-4.100056e-04,+7.765501e-07,+7.423473e-04,-8.566743e-05,-7.901778e-02,+3.215268e+00,-8.116577e-07,+4.827940e-06,+7.456937e-04,-2.137940e-04,+1.161716e+00,-3.056365e+00,-2.168636e-03,+5.436578e-06,+2.179509e-03,+2.098747e-02,+1.959424e-02,-1.847980e-02,-1.479218e-02,+1.941290e-02,+1.779699e-02,+1.941434e-02,+1.779658e-02,-2.108742e+00,
+3.200000e-01,+0.000000e+00,-4.083224e-04,+8.279773e-07,+7.905063e-04,-4.770354e-05,-7.533197e-02,+3.248543e+00,-7.723790e-07,+4.621921e-06,+8.233327e-04,-1.730927e-04,+1.132147e+00,-3.274487e+00,-2.170033e-03,+5.284612e-06,+2.180602e-03,+2.201315e-02,+1.918223e-02,-1.726178e-02,-1.538294e-02,+1.958371e-02,+1.789604e-02,+1.958316e-02,+1.789520e-02,-2.301997e+00,
+3.300000e-01,+0.000000e+00,-4.062934e-04,+7.974757e-07,+8.135333e-04,+5.131851e-05,-3.949758e-03,+3.231333e-01,-7.376973e-07,+4.392726e-06,+6.622185e-04,-7.961690e-05,+1.202840e+00,-3.242420e+00,-2.171337e-03,+5.189550e-06,+2.181716e-03,+2.296851e-02,+1.887193e-02,-1.610092e-02,-1.592065e-02,+1.976865e-02,+1.800850e-02,+1.976752e-02,+1.800801e-02,+2.022816e+00,
+3.400000e-01,+0.000000e+00,-4.038625e-04,+5.519183e-07,+8.514845e-04,+1.622272e-04,-8.586604e-03,+7.225898e-01,-7.203880e-07,+3.966243e-06,+6.548968e-04,+1.001555e-05,+1.279646e+00,-3.856585e+00,-2.172287e-03,+5.255116e-06,+2.182797e-03,+2.371952e-02,+1.846882e-02,-1.506329e-02,-1.660894e-02,+1.995658e-02,+1.813299e-02,+1.995651e-02,+1.813221e-02,+3.677201e+00,
+3.500000e-01,+0.000000e+00,-4.008977e-04,+6.155550e-07,+8.671457e-04,+2.625847e-04,+4.896184e-03,+7.329963e-01,-5.747369e-07,+3.799717e-06,+7.680658e-04,+1.030688e-04,+1.211213e+00,-3.676031e+00,-2.173031e-03,+5.188559e-06,+2.183408e-03,+2.422348e-02,+1.789345e-02,-1.425328e-02,-1.735001e-02,+2.013851e-02,+1.826071e-02,+2.013784e-02,+1.825970e-02,+2.033084e+00,
+3.600000e-01,+0.000000e+00,-3.973046e-04,+5.411806e-07,+8.846880e-04,+1.503927e-04,+1.265427e-02,+7.367826e-01,-5.638875e-07,+3.521248e-06,+6.899954e-04,+3.156397e-06,+1.091895e+00,-4.038982e+00,-2.173726e-03,+5.197543e-06,+2.184121e-03,+2.482634e-02,+1.740017e-02,-1.377355e-02,-1.804653e-02,+2.030742e-02,+1.838460e-02,+2.030737e-02,+1.838341e-02,+2.210788e+00,
+3.700000e-01,+0.000000e+00,-3.928024e-04,+4.041020e-07,+8.838232e-04,+1.842498e-04,+2.459128e-02,+7.502747e-01,-6.219568e-07,+3.192523e-06,+7.262604e-04,+3.355949e-05,+1.072607e+00,-3.938427e+00,-2.174904e-03,+5.184772e-06,+2.185274e-03,+2.517614e-02,+1.707875e-02,-1.386489e-02,-1.856897e-02,+2.045924e-02,+1.849261e-02,+2.045964e-02,+1.849144e-02,+3.604679e+00,
+3.800000e-01,+0.000000e+00,-3.874733e-04,+3.764110e-07,+8.885948e-04,+1.855818e-04,+2.507204e-02,+7.509531e-01,-6.276331e-07,+2.964601e-06,+7.377510e-04,+3.636358e-05,+1.020364e+00,-3.733758e+00,-2.176152e-03,+5.147540e-06,+2.186447e-03,+2.526226e-02,+1.704634e-02,-1.394924e-02,-1.872980e-02,+2.058673e-02,+1.858658e-02,+2.058694e-02,+1.858555e-02,+3.845937e+00,
+3.900000e-01,+0.000000e+00,-3.814106e-04,+3.564411e-07,+8.930332e-04,+1.835781e-04,+2.608660e-02,+7.492833e-01,-6.367121e-07,+2.759828e-06,+7.406982e-04,+3.634984e-05,+9.497280e-01,-3.520501e+00,-2.176975e-03,+5.118317e-06,+2.187212e-03,+2.525443e-02,+1.718993e-02,-1.398650e-02,-1.865644e-02,+2.068364e-02,+1.866378e-02,+2.068376e-02,+1.866298e-02,+3.896102e+00,
+4.000000e-01,+0.000000e+00,-3.747294e-04,+3.374454e-07,+8.973343e-04,+1.838111e-04,+2.636224e-02,+7.458953e-01,-6.475314e-07,+2.571736e-06,+7.397329e-04,+3.837701e-05,+8.845458e-01,-3.316282e+00,-2.177076e-03,+5.094245e-06,+2.187265e-03,+2.521902e-02,+1.741003e-02,-1.399052e-02,-1.845726e-02,+2.074732e-02,+1.872191e-02,+2.074740e-02,+1.872133e-02,+3.920637e+00,
+4.100000e-01,+0.000000e+00,-3.674967e-04,+3.145275e-07,+8.986029e-04,+1.756394e-04,+2.718950e-02,+7.428212e-01,-6.571775e-07,+2.396315e-06,+7.456242e-04,+3.294729e-05,+8.617913e-01,-3.126032e+00,-2.177001e-03,+5.073256e-06,+2.187148e-03,+2.514591e-02,+1.762764e-02,-1.400399e-02,-1.821747e-02,+2.078188e-02,+1.876012e-02,+2.078196e-02,+1.875972e-02,+3.989904e+00,
+4.200000e-01,+0.000000e+00,-3.597253e-04,+2.934903e-07,+8.972319e-04,+1.810037e-04,+2.652137e-02,+7.421683e-01,-6.664392e-07,+2.238420e-06,+7.372502e-04,+4.004575e-05,+8.753019e-01,-2.959402e+00,-2.177598e-03,+5.052231e-06,+2.187703e-03,+2.504297e-02,+1.783805e-02,-1.402780e-02,-1.795352e-02,+2.079398e-02,+1.877888e-02,+2.079403e-02,+1.877860e-02,+3.984640e+00,
+4.300000e-01,+0.000000e+00,-3.514566e-04,+2.878534e-07,+9.045562e-04,+1.791565e-04,+2.607965e-02,+7.387899e-01,-6.653247e-07,+2.107734e-06,+7.305970e-04,+4.048832e-05,+8.509053e-01,-2.807956e+00,-2.178661e-03,+5.030590e-06,+2.188722e-03,+2.493490e-02,+1.805669e-02,-1.401634e-02,-1.764862e-02,+2.078433e-02,+1.877927e-02,+2.078431e-02,+1.877906e-02,+3.940041e+00,
+4.400000e-01,+0.000000e+00,-3.427626e-04,+2.881301e-07,+9.169884e-04,+1.771211e-04,+2.423197e-02,+7.338089e-01,-6.606515e-07,+1.993750e-06,+7.221561e-04,+4.028117e-05,+8.290006e-01,-2.678639e+00,-2.179763e-03,+5.014005e-06,+2.189791e-03,+2.483403e-02,+1.824834e-02,-1.397642e-02,-1.735286e-02,+2.075342e-02,+1.876312e-02,+2.075336e-02,+1.876295e-02,+3.908904e+00,
+4.500000e-01,+0.000000e+00,-3.337009e-04,+2.929014e-07,+9.348913e-04,+1.747366e-04,+2.134053e-02,+7.272602e-01,-6.536550e-07,+1.891869e-06,+7.128656e-04,+3.922509e-05,+8.104710e-01,-2.567382e+00,-2.180878e-03,+5.001143e-06,+2.190880e-03,+2.474915e-02,+1.841171e-02,-1.390789e-02,-1.707431e-02,+2.070502e-02,+1.873313e-02,+2.070495e-02,+1.873297e-02,+3.902520e+00,
+4.600000e-01,+0.000000e+00,-3.243353e-04,+3.010268e-07,+9.580949e-04,+1.753447e-04,+1.753095e-02,+7.208514e-01,-6.446633e-07,+1.797910e-06,+7.063576e-04,+4.027021e-05,+8.007331e-01,-2.468720e+00,-2.181993e-03,+4.989937e-06,+2.191973e-03,+2.468594e-02,+1.854807e-02,-1.381484e-02,-1.681961e-02,+2.064340e-02,+1.869263e-02,+2.064332e-02,+1.869248e-02,+3.927083e+00,
+4.700000e-01,+0.000000e+00,-3.147331e-04,+2.562287e-07,+9.864452e-04,+1.600317e-04,+1.231180e-02,+7.164757e-01,-6.506008e-07,+1.654589e-06,+6.888810e-04,+2.480018e-05,+7.876146e-01,-2.400548e+00,-2.183003e-03,+4.986045e-06,+2.192975e-03,+2.465874e-02,+1.864225e-02,-1.368007e-02,-1.660760e-02,+2.057239e-02,+1.864495e-02,+2.057249e-02,+1.864475e-02,+4.032520e+00,
+4.800000e-01,+0.000000e+00,-3.049154e-04,+1.921658e-07,+1.022245e-03,+1.629861e-04,+6.408868e-03,+7.175414e-01,-6.601335e-07,+1.488423e-06,+6.919726e-04,+2.642852e-05,+7.846193e-01,-2.339470e+00,-2.183965e-03,+4.974679e-06,+2.193915e-03,+2.464204e-02,+1.871350e-02,-1.354914e-02,-1.642125e-02,+2.049679e-02,+1.859235e-02,+2.049703e-02,+1.859208e-02,+4.181427e+00,
+4.900000e-01,+0.000000e+00,-2.948784e-04,+1.526880e-07,+1.060343e-03,+1.700226e-04,+9.000061e-03,+6.987051e-01,-6.561249e-07,+1.335189e-06,+6.959464e-04,+3.229868e-05,+7.989779e-01,-2.286416e+00,-2.184999e-03,+4.951976e-06,+2.194903e-03,+2.461464e-02,+1.876110e-02,-1.345407e-02,-1.626228e-02,+2.042138e-02,+1.853731e-02,+2.042156e-02,+1.853694e-02,+4.260219e+00,
+5.000000e-01,+0.000000e+00,-2.846123e-04,+1.484517e-07,+1.105597e-03,+1.840430e-04,+1.467715e-02,+6.800868e-01,-6.418930e-07,+1.213799e-06,+6.968041e-04,+4.601417e-05,+7.944651e-01,-2.242413e+00,-2.186108e-03,+4.929677e-06,+2.195968e-03,+2.457764e-02,+1.881188e-02,-1.339162e-02,-1.610734e-02,+2.034973e-02,+1.848241e-02,+2.034978e-02,+1.848206e-02,+4.334707e+00,
+5.100000e-01,+0.000000e+00,-2.740632e-04,+1.566337e-07,+1.128261e-03,+2.295597e-04,-5.533716e-01,+1.502313e+00,-6.243522e-07,+1.080771e-06,+6.918010e-04,+8.393710e-05,+7.686178e-01,-1.851339e+00,-2.187226e-03,+4.948927e-06,+2.197124e-03,+2.397001e-02,+2.003535e-02,-7.235268e-03,-1.478432e-02,+2.028464e-02,+1.843011e-02,+2.028458e-02,+1.842987e-02,-1.895601e+02,
+5.200000e-01,+0.000000e+00,-2.612366e-04,-6.579084e-08,+1.656336e-03,+1.758921e-04,+2.922674e-01,+7.487653e-02,-5.043950e-07,+4.678838e-07,+7.075240e-04,-7.189145e-05,+7.166036e-01,-4.220840e+00,-2.188623e-03,+4.786651e-06,+2.198196e-03,+2.681333e-02,+3.123763e-02,-2.463570e-02,-2.812112e-02,+2.022639e-02,+1.837959e-02,+2.022649e-02,+1.838016e-02,+1.196357e+01,
+5.300000e-01,+0.000000e+00,-2.445869e-04,-3.504035e-07,+2.101516e-03,+1.911251e-04,+3.167168e+00,+1.202475e+00,-5.099340e-07,-8.237427e-07,+6.449619e-04,-1.125054e-04,+4.566051e-01,-9.340275e-01,-2.190170e-03,+4.461164e-06,+2.199093e-03,+2.738048e-02,+1.656959e-02,-2.536584e-02,-1.051188e-02,+2.017572e-02,+1.834290e-02,+2.017674e-02,+1.834265e-02,+1.084758e+03,
+5.400000e-01,+0.000000e+00,-2.229766e-04,-7.743994e-07,+2.624813e-03,+9.361424e-05,-1.025119e-01,-8.770947e-01,-3.541297e-07,-2.976910e-06,+6.828967e-04,-3.194644e-04,+5.096331e-01,-5.000011e+00,-2.191583e-03,+4.000581e-06,+2.199584e-03,+2.986369e-02,+2.756278e-02,-2.122953e-02,-1.742765e-02,+2.013473e-02,+1.831520e-02,+2.013640e-02,+1.831483e-02,+3.952374e+00,
+5.500000e-01,+0.000000e+00,-1.944084e-04,-1.302027e-06,+3.309068e-03,-9.814000e-05,+1.736406e-01,-1.537809e+00,-3.956560e-07,-6.182879e-06,-1.178885e-04,-4.913376e-04,+7.653675e-02,-3.729391e+00,-2.192845e-03,+3.729722e-06,+2.200304e-03,-6.349226e-03,+2.669993e-02,+1.734677e-02,-7.444733e-03,+2.010315e-02,+1.829731e-02,+2.010584e-02,+1.829777e-02,+1.469929e+02,
+5.600000e-01,+0.000000e+00,-1.574015e-04,-1.915180e-06,+4.131967e-03,+8.052885e-05,-3.609048e-01,+2.373518e+00,-4.302352e-07,-1.063133e-05,-6.875314e-04,-3.434830e-04,-4.068272e-01,+5.190326e+00,-2.193713e-03,+4.310359e-06,+2.202333e-03,-3.028245e-02,-9.586725e-03,+4.750784e-02,+3.612683e-02,+2.008148e-02,+1.828999e-02,+2.008548e-02,+1.829157e-02,+1.251344e+01,
+5.700000e-01,+0.000000e+00,-1.101605e-04,-2.668608e-06,+5.232218e-03,+1.418187e-04,-3.603697e-02,-7.127766e-01,-3.854467e-07,-1.651532e-05,-4.284272e-04,-5.633596e-04,+5.779801e-02,-1.342475e+00,-2.196047e-03,+3.378697e-06,+2.202805e-03,-1.084837e-02,+1.782766e-02,+3.504069e-02,+8.024816e-03,+2.006763e-02,+1.829421e-02,+2.007311e-02,+1.829843e-02,+1.662493e+01,
+5.800000e-01,+0.000000e+00,-5.131250e-05,-3.675623e-06,+6.398106e-03,+4.821024e-06,+1.494663e-01,-1.821897e+00,-4.145610e-07,-2.407230e-05,+2.297785e-04,-9.423507e-04,+1.763126e-01,-8.350263e-01,-2.198021e-03,+2.786151e-06,+2.203593e-03,+1.468929e-02,+2.111210e-02,+1.562332e-02,+1.430540e-02,+2.006112e-02,+1.831014e-02,+2.006901e-02,+1.831748e-02,+1.312276e+01,
